SYMBOL	s
RGS1	1
RGS16	1
RGS2	1
RGS22	1
RGS4	1
RGS7BP	1
RHOBTB1	1
RHOT2	1
RIF1	1
RIMKLA	1
RIOK1	1
RLF	1
RMND5B	1
RNASEL	1
RNF111	1
RNF168	1
RNF224	1
RNF25	1
RNLS	1
RNPEPL1	1
ROBO4	1
ROCK1P1	1
RORA	1
RORC	1
ROS1	1
RP1-152L7.1	1
RP1-167G20.1	1
RP1-32I10.10	1
RP11-112L6.4	1
RP11-142A5.1	1
RP11-150O12.1	1
RP11-152O14.1	1
RP11-181B11.1	1
RP11-184D12.1	1
RP11-23E10.2	1
RP11-242G20.1	1
RP11-261C10.3	1
RP11-279F6.3	1
RP11-293B20.2	1
RP11-297P16.4	1
RP11-344N17.11	1
RP11-366H4.1	1
RP11-392E22.12	1
RP11-39H3.1	1
RP11-408E5.6	1
RP11-411B10.5	1
RP11-420A23.1	1
RP11-423O2.7	1
RP11-433J20.2	1
RP11-467N20.5	1
RP11-468I15.1	1
RP11-514P8.7	1
RP11-520B13.4	1
RP11-536O18.2	1
RP11-574O7.1	1
RP11-626G11.4	1
RP11-656G20.1	1
RP11-690C23.4	1
RP11-690G19.4	1
RP11-705C15.2	1
RP11-731N10.1	1
RP11-738O11.9	1
RP11-758M4.1	1
RP11-763B22.9	1
RP11-764K9.1	1
RP11-780M14.1	1
RP11-782C8.2	1
RP11-782C8.3	1
RP11-794P6.2	1
RP11-807H22.6	1
RP11-998D10.5	1
RP13-653N12.2	1
RP13-77O11.11	1
RP1L1	1
RP3-369A17.4	1
RP3-455E7.1	1
RP4-598G3.1	1
RP4-651E10.4	1
RP4-668G5.1	1
RP4-794H19.1	1
RP5-837I24.2	1
RPAP2	1
RPEL1	1
RPGRIP1	1
RPGRIP1L	1
RPL19	1
RPL23A	1
RPL36	1
RPLP0	1
RPS19BP1	1
RPS26P55	1
RPS8	1
RPSA	1
RPSAP58	1
RPUSD2	1
RRAS2	1
RRH	1
RRP8	1
RSPH1	1
RSPH10B	1
RSPO3	1
RSU1P1	1
RTDR1	1
RTKN	1
RTN4	1
RUFY1	1
RUFY4	1
RUSC1	1
RUVBL2	1
RYBP	1
RYR1	1
RYR3	1
SAC3D1	1
SALL1	1
SAMD7	1
SAMM50	1
SARDH	1
SASH1	1
SAT2	1
SAYSD1	1
SBSN	1
SCARA3	1
SCARF1	1
SCD	1
SCLT1	1
SCML1	1
SCN10A	1
SCRIB	1
SCRN2	1
SCTR	1
SCUBE1	1
SCYL2	1
SDCBP2	1
SDF4	1
SDHA	1
SDHAP2	1
SDK1	1
SDSL	1
SEC22C	1
SEC31A	1
SEC31B	1
SEC62	1
SEC63	1
SECISBP2	1
SEL1L2	1
SELK	1
SELM	1
SELP	1
SEMA3C	1
SEMA5A	1
SEMA6B	1
SENP7	1
SEPP1	1
SEPT11	1
SERHL2	1
SERINC3	1
SERPINA12	1
SERPINA4	1
SETD2	1
SETD3	1
SETX	1
SFN	1
SFXN3	1
SFXN5	1
SGIP1	1
SGK2	1
SGOL1	1
SGSM1	1
SH2B1	1
SH2D2A	1
SH2D3A	1
SH3BGRL	1
SH3TC1	1
SH3TC2	1
SH3YL1	1
SHANK2	1
SHBG	1
SHKBP1	1
SI	1
SIAE	1
SIGLEC10	1
SIGLEC11	1
SIGLEC5	1
SIGLEC7	1
SIK1	1
SIPA1	1
SIRT3	1
SIRT5	1
SIX5	1
SKIV2L2	1
SLA2	1
SLC10A2	1
SLC10A6	1
SLC12A1	1
SLC12A4	1
SLC15A2	1
SLC15A3	1
SLC16A11	1
SLC16A4	1
SLC16A8	1
SLC16A9	1
SLC17A3	1
SLC17A9	1
SLC19A1	1
SLC1A5	1
SLC1A7	1
SLC20A1	1
SLC22A11	1
SLC22A23	1
SLC22A7	1
SLC25A14	1
SLC25A17	1
SLC25A24	1
SLC25A52	1
SLC26A3	1
SLC27A1	1
SLC27A2	1
SLC27A5	1
SLC29A3	1
SLC29A4	1
SLC2A11	1
SLC2A8	1
SLC2A9	1
SLC31A2	1
SLC34A2	1
SLC35A3	1
SLC35A4	1
SLC35D3	1
SLC35F2	1
SLC36A2	1
SLC38A11	1
SLC38A4	1
SLC39A2	1
SLC39A8	1
SLC46A3	1
SLC4A5	1
SLC5A8	1
SLC6A11	1
SLC6A12	1
SLC6A15	1
SLC6A2	1
SLC6A9	1
SLC7A7	1
SLC7A8	1
SLC9A3	1
SLC9A4	1
SLC9A6	1
SLC9C1	1
SLCO1B1	1
SLCO1B7	1
SLCO4A1	1
SLFN14	1
SLITRK1	1
SLITRK4	1
SLITRK5	1
SLTM	1
SMAD6	1
SMC3	1
SMC6	1
SMG7	1
SMOC2	1
SMPD2	1
SMTN	1
SMYD2	1
SNAI1	1
SNAPC3	1
SNAPC5	1
SNRNP200	1
SNUPN	1
SNX14	1
SNX15	1
SNX24	1
SNX4	1
SOCS5P2	1
SORBS1	1
SORL1	1
SOS1	1
SOX12	1
SOX15	1
SOX7	1
SP100	1
SP7	1
SPAG11B	1
SPAG5	1
SPAG6	1
SPANXN2	1
SPAST	1
SPATA20	1
SPATA6	1
SPATS2	1
SPDYE4	1
SPEN	1
SPG7	1
SPHK2	1
SPIB	1
SPINK5	1
SPINT1	1
SPN	1
SPP1	1
SPP2	1
SPTB	1
SPTBN2	1
SPTBN4	1
SPTY2D1	1
SREK1	1
SRM	1
SRP14	1
SRPR	1
SRRT	1
SRSF10P1	1
SS18L1	1
ST3GAL2	1
ST7	1
STAB2	1
STAG3	1
STAM	1
STARD5	1
STIM2	1
STK38	1
STOM	1
STOML1	1
STOML3	1
STON1-GTF2A1L	1
STOX1	1
STPG2	1
STRC	1
STRIP1	1
STUB1	1
STX12	1
STX4	1
STXBP5	1
SUGT1P	1
SULT1C4	1
SULT1E1	1
SUMO2	1
SUMO3	1
SUMO4	1
SUPT16H	1
SUPT6H	1
SUSD3	1
SUSD5	1
SUV39H1	1
SUV420H2	1
SVIL	1
SYCE1L	1
SYDE1	1
SYDE2	1
SYMPK	1
SYNE3	1
SYNJ1	1
SYNPO	1
SYNPO2	1
SYT5	1
SYTL3	1
SYTL5	1
T	1
TACC2	1
TAF1	1
TAF4	1
TAGAP	1
TAOK3	1
TARBP1	1
TAS1R1	1
TAS2R10	1
TAS2R3	1
TAS2R39	1
TBC1D15	1
TBC1D25	1
TBC1D26	1
TBC1D27	1
TBK1	1
TBPL2	1
TBX1	1
TBX18	1
TCF20	1
TCF4	1
TCHH	1
TCHP	1
TCL1A	1
TCTE3	1
TCTEX1D4	1
TDO2	1
TDRD1	1
TDRD15	1
TDRD3	1
TEAD2	1
TECPR1	1
TECRL	1
TECTA	1
TENC1	1
TENM1	1
TENM3	1
TEP1	1
TESK1	1
TET2	1
TEX10	1
TEX14	1
TEX9	1
TFCP2	1
TFG	1
TFR2	1
TGFBR3	1
TGFBR3L	1
TGM2	1
TGS1	1
THAP11	1
THAP9	1
THBS1	1
THEG	1
THSD4	1
THUMPD1	1
TIAM1	1
TIGD2	1
TIGIT	1
TIMM21	1
TINAGL1	1
TKT	1
TKTL1	1
TLDC1	1
TLE2	1
TLR3	1
TLX2	1
TM4SF19	1
TM6SF1	1
TM7SF3	1
TM9SF1	1
TM9SF2	1
TM9SF4	1
TMA16	1
TMC7	1
TMED3	1
TMEFF1	1
TMEM102	1
TMEM108	1
TMEM134	1
TMEM140	1
TMEM150A	1
TMEM150C	1
TMEM175	1
TMEM177	1
TMEM179B	1
TMEM198	1
TMEM206	1
TMEM234	1
TMEM31	1
TMEM38B	1
TMEM43	1
TMEM5	1
TMEM54	1
TMEM57	1
TMEM62	1
TMEM65	1
TMEM81	1
TMEM87A	1
TMEM87B	1
TMEM8B	1
TMOD3	1
TMPO	1
TMPRSS11E	1
TMPRSS5	1
TMTC4	1
TMX3	1
TNC	1
TNFRSF10A	1
TNFRSF10D	1
TNFRSF19	1
TNFRSF1B	1
TNFRSF21	1
TNFRSF6B	1
TNFSF18	1
TNFSF9	1
TNKS1BP1	1
TNN	1
TNNI1	1
TOM1	1
TOMM20L	1
TOP1	1
TOP2B	1
TPCN2	1
TPI1	1
TPM4	1
TPO	1
TRAF3IP1	1
TRAK1	1
TRAM2	1
TRAPPC1	1
TRAPPC10	1
TRAT1	1
TRBV6-8	1
TRBV7-8	1
TRERF1	1
TRGC1	1
TRGV11	1
TRGV8	1
TRIB3	1
TRIM16L	1
TRIM24	1
TRIM29	1
TRIM3	1
TRIM45	1
TRIM47	1
TRIM51FP	1
TRIM56	1
TRIM59	1
TRIM60	1
TRIOBP	1
TRIT1	1
TRPC4	1
TRPC4AP	1
TRPM5	1
TRPV3	1
TSC2	1
TSG101	1
TSNAXIP1	1
TSPAN32	1
TSPAN9	1
TSR1	1
TSSK4	1
TTC12	1
TTC14	1
TTC23L	1
TTC32	1
TTC37	1
TTC40	1
TTC6	1
TTI2	1
TTK	1
TTLL7	1
TTYH1	1
TUBGCP5	1
TULP1	1
TWF1	1
TXK	1
TXLNG	1
TXNDC16	1
TXNL4A	1
TYW1	1
UAP1	1
UBA2	1
UBA3	1
UBA52	1
UBAP1	1
UBAP2	1
UBAP2L	1
UBE2E2	1
UBE2O	1
UBE4A	1
UBFD1	1
UBQLN4	1
UFL1	1
UFM1	1
UGP2	1
UGT1A10	1
UGT1A3	1
UGT1A4	1
UGT1A6	1
UGT2B11	1
UHRF1BP1L	1
ULK2	1
UMOD	1
UPK3B	1
UPP1	1
UQCRFS1	1
USH2A	1
USP11	1
USP15	1
USP17L11	1
USP17L2	1
USP21	1
USP44	1
USP7	1
USP8	1
USP9X	1
UTP3	1
UVSSA	1
VAMP8	1
VANGL1	1
VASP	1
VAT1	1
VCAM1	1
VCAN	1
VCL	1
VEGFB	1
VEPH1	1
VGLL2	1
VIPAS39	1
VIPR1	1
VNN2	1
VPS13C	1
VPS26A	1
VSTM4	1
VWA3A	1
VWA5B1	1
VWCE	1
VWF	1
WBP11	1
WBP2	1
WBSCR27	1
WDFY3	1
WDHD1	1
WDR19	1
WDR3	1
WDR35	1
WDR45	1
WDR47	1
WDR49	1
WDR59	1
WDR62	1
WDR63	1
WDR72	1
WDR75	1
WDR78	1
WDR90	1
WFDC1	1
WFDC8	1
WIPI1	1
WNK1	1
WNK2	1
WNK3	1
WNT2	1
WRAP73	1
XIRP1	1
XPO1	1
XRCC5	1
XYLB	1
YARS	1
YKT6	1
YLPM1	1
YY1	1
ZAP70	1
ZAR1	1
ZBED6CL	1
ZBTB10	1
ZBTB24	1
ZBTB33	1
ZCCHC11	1
ZDHHC18	1
ZDHHC4	1
ZDHHC7	1
ZFAND3	1
ZFAND4	1
ZFAND6	1
ZFP30	1
ZFP36	1
ZFX	1
ZFYVE16	1
ZGPAT	1
ZHX1	1
ZKSCAN1	1
ZKSCAN2	1
ZMIZ1	1
ZMIZ2	1
ZMPSTE24	1
ZMYND19	1
ZNF100	1
ZNF106	1
ZNF107	1
ZNF124	1
ZNF14	1
ZNF154	1
ZNF157	1
ZNF160	1
ZNF180	1
ZNF181	1
ZNF204P	1
ZNF205	1
ZNF207	1
ZNF221	1
ZNF223	1
ZNF226	1
ZNF236	1
ZNF256	1
ZNF264	1
ZNF266	1
ZNF273	1
ZNF276	1
ZNF280A	1
ZNF280D	1
ZNF284	1
ZNF285	1
ZNF286B	1
ZNF292	1
ZNF3	1
ZNF318	1
ZNF319	1
ZNF320	1
ZNF321P	1
ZNF324	1
ZNF326	1
ZNF333	1
ZNF335	1
ZNF345	1
ZNF37A	1
ZNF384	1
ZNF414	1
ZNF415	1
ZNF417	1
ZNF438	1
ZNF445	1
ZNF449	1
ZNF462	1
ZNF473	1
ZNF521	1
ZNF528	1
ZNF530	1
ZNF532	1
ZNF541	1
ZNF552	1
ZNF556	1
ZNF558	1
ZNF559	1
ZNF57	1
ZNF577	1
ZNF585A	1
ZNF592	1
ZNF611	1
ZNF613	1
ZNF627	1
ZNF644	1
ZNF648	1
ZNF660	1
ZNF664	1
ZNF695	1
ZNF7	1
ZNF70	1
ZNF721	1
ZNF727	1
ZNF729	1
ZNF732	1
ZNF737	1
ZNF746	1
ZNF765	1
ZNF776	1
ZNF782	1
ZNF785	1
ZNF816	1
ZNF836	1
ZNF91	1
ZNHIT3	1
ZP1	1
ZRANB3	1
ZSCAN12	1
ZSCAN2	1
ZSCAN25	1
ZSWIM1	1
ZSWIM4	1
ZXDC	1
ZYX	1
